name,AltLastName,AltMiddleName,AltFirstName,Maiden Name,Title,Birth Date,DoB Source,DoB Source URL,Death Date,DoD (P570) Source,DoD Source URL,Marriage Date,P26+P2562 Source,P26+P2562 Source URL,Source for Dates,Place of Birth (P19),PoB Source,PoB Source URL,Place of Death,Place of Death Source,Place of Death Source URL,Place of Residence,Place of Residence Source,Place of Residence Source URL,Source for Places,Occupation,Occupation Source,Occupation Source URL,Gender,LOD - WikiData,DoB Source LCCN,DoB Source Alt_LCCN,DoB Source OCLC,DoB Source Alt_OCLC,DoD (P570) Source LCCN,DoD (P570) Source Alt_LCCN,DoD (P570) Source OCLC,DoD (P570) Source Alt_OCLC,P26+P2562 Source LCCN,P26+P2562 Source Alt_LCCN,P26+P2562 Source OCLC,P26+P2562 Source Alt_OCLC,Source for Dates LCCN,Source for Dates Alt_LCCN,Source for Dates OCLC,Source for Dates Alt_OCLC,PoB Source LCCN,PoB Source Alt_LCCN,PoB Source OCLC,PoB Source Alt_OCLC,Place of Death Source LCCN,Place of Death Source Alt_LCCN,Place of Death Source OCLC,Place of Death Source Alt_OCLC,Place of Residence Source LCCN,Place of Residence Source Alt_LCCN,Place of Residence Source OCLC,Place of Residence Source Alt_OCLC,Source for Places LCCN,Source for Places Alt_LCCN,Source for Places OCLC,Source for Places Alt_OCLC,Occupation Source LCCN,Occupation Source Alt_LCCN,Occupation Source OCLC,Occupation Source Alt_OCLC
"Mather, Nicolas",,,Nicholas,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathis, Christopher",[Mather?],,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthews, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maurik, Willem Van",Mourik; Marick; Maurick; Maurich,,Wilhelm; William; Wiliam,,Doctor,ca. 1625,,,1710-01-01 00:00:00,,,,,,,"Utrecht, Netherlands",,,"Amsterdam, Netherlands",,,"Utrecht, Netherlands; Amsterdam, Netherlands",,,,Minister,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meer, Claessen Mewes Ter",Mear; Mier; Meyer; Meier; Meijer,,Claus; Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meer, Johann Van Der",Vandermer; Mear; Meere; Vermeer; Vemeren; Vermeeren,,Johannes; Jan; Johannes; Johan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehder, Johann Christoph",,,,,,,,,after 1699-00-00,,https://archiv.francke-halle.de/hzeig.FAU?sid=DC14909F67&dm=1&dokref=1&indx=%23F211%23&auft=Mehder%2C+Johann+Christoph,,,,,"Sömmerda, Thuringia, Germany",,https://archiv.francke-halle.de/hzeig.FAU?sid=DC14909F67&dm=1&dokref=1&indx=%23F211%23&auft=Mehder%2C+Johann+Christoph,,,,,,,,teacher,,https://archiv.francke-halle.de/hzeig.FAU?sid=DC14909F67&dm=1&dokref=1&indx=%23F211%23&auft=Mehder%2C+Johann+Christoph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meier, Ulrich",Meer; Mier; Mear; Meyer; Meijer,,Ulrik; Ulric; Ulrig; Uli,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meurs, Aelbert Van",Moors; Murs; Moers; Maurs,,Albert; Aldert; Albregt,,,ca. 1640,,,1712-03-09 00:00:00,,,,,,,"Rotterdam, Netherlands",,,"Rotterdam, Netherlands",,,"Rotterdam, Netherlands",,,,Preacher,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mew, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meyer, Samuel",Meier; Mear; Meer; Mier; Meijer; Moyerl Mayer; Myer,,Samwell; Samuël,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miller, Heinrich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Millner, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Millner, Susannah",,,,,,1659,,,,,,,,,,"Skipton, Yorkshire, England",,,,,,"London, England",,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milner, Hans Heinrich",Miller; Müller; Mulde; Muller,,Hannes,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moekle, Benedict",Moeckel; Moerke; Moeck; Mochel; Möckel,,Barten; Bentz; Benedicht; Benedikt,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Molleson, Gilbert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Molyneaux, Nathaniel",Mollineux; Molinex,,Othniel,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Molyneux, Thomas",Molinex; Mollineux,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moon, Anne",Moone,,Ann,,,,,,,,,,,,,"Bolton, Lancashire, England",,,,,,,,,https://stars.library.ucf.edu/printmigrationnetwork-pemberton/86/,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moon, John",Moone,,,,,,,,,,,,,,,"[Bristol, Gloucestershire, England]",,,,,,,,,https://stars.library.ucf.edu/printmigrationnetwork-pemberton/300/,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Moor, Joseph De",Meur; Moer; Mur; Maur,,Josef; Jozef; Jusuf; Joesoef,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Mary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moore, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morgan, Edward",,,,,,,,,,,,,,,,,,,,,,,,,Chester - DAMS #16125,shoemaker,https://stars.library.ucf.edu/printmigrationnetwork-pemberton/323/,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Morris, Anthony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moser, Peter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mosley, Hugh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moss, Edward",Moass,,Edwa,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moss, Isaac",Mosse,,,,Sr.,,,,1691-02-03 00:00:00,"England & Wales, Quaker Birth, Marriage, and Death Registers, 1578-1837",,,,,,,,,"Manchester, England","England & Wales, Quaker Birth, Marriage, and Death Registers, 1578-1837",,"Manchester, England",,https://stars.library.ucf.edu/cgi/viewcontent.cgi?article=1209&context=printmigrationnetwork-pemberton-hires,,,,,Male,,,,,,,[],,[],,,,,,,,,,,,,,[],,[],,,,,,,,,,,,
"Moss, Mary",Mosse,,,,,,,,1677-01-01,"England & Wales, Quaker Birth, Marriage, and Death Registers, 1578-1837",,,,,,,,,"Manchester, England",,https://stars.library.ucf.edu/cgi/viewcontent.cgi?article=1064&context=printmigrationnetwork-pemberton-hires,"Manchester, England",,https://stars.library.ucf.edu/cgi/viewcontent.cgi?article=1064&context=printmigrationnetwork-pemberton-hires,,,,,Female,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mott, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mulder, Claus",Miller; Müller; Mulde; Muller,,Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen; Claes,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Muller, Jacob",Mulder; Müller; Miller; Mulde,,Jakob; Jacop; Jakop,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mullinax, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Munster, Jan Elias",Münster; Monster,,John; Johan; Johannes,,,,,,1716-01-01 00:00:00,,,,,,,"Glückstadt, Germany",,,,,,"Hamburg, Germany; Altona, Germany",,,,Merchant; Deacon,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Musgrove, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nageli, Hans Rudolf",Nagel; Naegele; Nagele; Nägeli,,Hannes; Hanß,,,,,,,,,,,,,,,,,,,"Rheinpfalz, Germany",,,,Minister,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Naylor, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Needham, John",Needam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neufville, David Matheus De",Neuville; Newville; Nieuvill,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Newton, Samuel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholls, John","Nichols, Nicholson",,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholson, Nathaniel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholson, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicholson, Timothy",Nickalson,,Timathy,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nieuman, Pieter",Neuman; Newman; Nieumann,,Peter; Petter; Peder,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nixon, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norrell, Mary",Sorrell; Orrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nuridschanjan, Lukas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oberholtzer, Martin",Oberhöltz; Oberholzer; Overholser; Overholt,,Martine,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ochs, Johannes Rudolf",Ox; Auchs; Oks,,John; Jan; Johan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ogden, Abraham",,,,,,,,,1702/1703-03-24,"England & Wales, Society Of Friends (Quaker) Burials 1578-1841",,1679-03-10 17:01:00-07:00,"England & Wales, Society Of Friends (Quaker) Marriages 1578-1841",,,,,,"Brighouse, England","England & Wales, Society Of Friends (Quaker) Burials 1578-1841",,"Brighouse, England","England & Wales, Society Of Friends (Quaker) Marriages 1578-1841",,,,,,Male,,,,,,,[],,[],,[],,[],,,,,,,,,,[],,[],,[],,[],,,,,,,,
"Olijslager, Gerrit",Olyslager; Olieslager,,Gerrett; Geret; Gerard; Gerart,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orrell, Margaret",Sorrell; Norrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orrell, Peter",Sorrell; Norrell,,,,,,,,,,,,,,,,,,,,,"Aspull, Lancashire, England$t1666",,,"""Townships: Aspull,"" in A History of the County of Lancaster: Volume 4, ed. William Farrer and J Brownbill (London: Victoria County History, 1911), 118-122. British History Online, accessed January 9, 2024, http://www.british-history.ac.uk/vch/lancs/vol4/pp118-122.",,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,
"Osborne, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n.a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Osgood, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Outerlo, Wouter",Outerso,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owen, Elizabeth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owen, Robert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pagiter, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Park, Roger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parr, Samuel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parr, Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parr, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parsons, Ellen",,,Ellin,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patridge, James",Partridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paulini, Andreas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Payton, Henry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peakes, Thomas",Pecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pearcey, Benony",Pearcy,,Benoni,,,,,,,,,,,,,,,,,,,Barbados,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pearson, Anthony",,,,,,ca. 1628,,,1666,,,ca. 1652,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pemberton, Ellen",,,Ellin,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pemberton, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Penketh, J…",Penket,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Penner, David",Panner; Penna,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pennyman, John",Penniman,,,,,1628-08-14,,,1706-07-02 00:00:00,,,,,,"https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Pennyman,_John",,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,
"Perrot, Henry",Parrot,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peters, Christian",Pieters; Petters,,Kristian; Christe; Christiaan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pfalz, Kurfürstin Von Der",,,,,Kurfürstin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phlein, Christiaan",Plein; Flein; Phelein,,Christian; Kristian; Christe,,,,,,,,,,,,,,,,,,,"Rheinpfalz, Germany",,,,Elder,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pieterszoon, Jans Melschert",Peterson; Pieterson; Pieterszon; Pietersz,,Jansz; Johan; Johannes; John,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pijpers, Cornelis",Pypers; Piepers,,Cornelius; Kornelis; Kornelius,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pike, Mary",Pyke,,,Thompson,,,,,,,,1694-08-21;  1697-07-04 ;,"Caribbean, English Settlers in Barbados, 1637-1800, 84; Barbados, Church Records, 1637-1930",,,,,,,,,Barbados ;,,https://stars.library.ucf.edu/printmigrationnetwork-pemberton-hires/270/; https://www.familysearch.org/ark:/61903/1:1:QJ8R-RDCR?lang=en,,,,,Female,,,,,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,
"Pike, Susannah",Pyke,,Susanna,Smith,,,,,1688-10-27 00:00:00,"The genealogies and estates of Charlestown : in the county of Middlesex and commonwealth of Massachusetts, 1629-1818",,1680-11-10 00:00:00,"Massachusetts, Town Clerk, Vital and Town Records, 1626-2001",,,,,,"Charlestown, Boston","The genealogies and estates of Charlestown : in the county of Middlesex and commonwealth of Massachusetts, 1629-1818",,"Charlestown, Boston","The genealogies and estates of Charlestown : in the county of Middlesex and commonwealth of Massachusetts, 1629-1818",,,,,,Female,,,,,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,
"Pilgrim, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitt, John",,,,,,,,,,,,,,,,,,,,,,,,,https://www.thirdhaven.org/his.html,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poole, Mary",Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poole, Nehemiah",Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Preijers, Paulus L.",Pryers; Priors; Preyers; Prayers,,Paulis; Paul; Palus,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prescott, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Preston, Rachael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pronk, Aldert",Pronck; Pronch; Prock; Prok,,Albert; Aeldert; Aelbert,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purstan, John",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radcliffe, James",Radcliff; Ratliff; Ratliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rakestraw, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramseier, Hans",Ramsire; Ramseyer; Ramseijer; Ramseur; Ransier; Ramser; Ramsey,,Hannes; Hanß,,,,,,,,,,,,,,,,,,,Switzerland,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Randwijk, Jacob Van",Randwyk; Rossum,,Jakob; Jacop; Jakop,,Lord,,,,,,,,,,,,,,,,,"The Hague, Netherlands",,,Nationaal Archief,Ambassador; Deputy,Nationaal Archief,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,[],,[]
"Ranst, Jan Van",Vanranst; Rans; Ransz,,John; Johan; Johannes,,,1634,,,1684-01-01 00:00:00,,,,,,,"Rotterdam, Netherlands",,,"Rotterdam, Netherlands",,,"Rotterdam, Netherlands",,,,Flax-dealer; Preacher,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ranstead, Caleb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ratliff, John",Ratliffe; Radcliff; Radcliffe; Ranliff; Rouliff,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ray, Phebe",,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read, James",Reed,,,,,,,,,,,,,,,,,,,,,"Pennsbury, Pennsylvania",,,,gardener,15958,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[]
"Rejers, Johannes",Reijers; Reyers; Reegers; Ryers; Rijers,,John; Jan; Johan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renton, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reuszer, Michel",Reuser; Rooszer; Rooser; Roozer; Roser; Reus; Roos; Risser,,Michael; Michele; Mikel,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richardson, John",,,Jonathan,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richardson, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richen, Daniel",Ricken; Riken; Richin; Rikin; Riche; Reich; Rijkens,,Daniele; Danielle; Danile,,,ca. 1681,,,ca. 1755,,,,,,,,,,,,,"Rheinpfalz, Germany",,,,Preacher,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ridgeway, James",Ridgway,,,,,1665,,,1685-01-01 00:00:00,,,,,,15975,"Manchester, Lancashire, England","England & Wales, Society Of Friends (Quaker) Births 1578-1841",,"Manchester, Lancashire, England","England & Wales, Society Of Friends (Quaker) Burials 1578-1841",,"Manchester, Lancashire, England","England & Wales, Society Of Friends (Quaker) Burials 1578-1841",,,,,,Male,,,,,,,,,,,,,,,[],,[],,[],,[],,[],,[],,[],,[],,,,,,,,
"Ridgeway Jr., Mary",Ridgway,,,,,,,,,,,1681-08-18 00:00:00,"England & Wales, Quaker Birth, Marriage, and Death Registers, 1578-1837",,,,,,,,,,,,,,,,Female,,,,,,,,,,,[],,[],,,,,,,,,,,,,,,,,,,,,,,,
"Ridgeway Jr., Ralph",Ridgway,,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ridgeway, Richard",Ridgway,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rigby, Elizabeth",Rigbie,,,Molyneaux,,,,,,,,1675-05-26,,,marriage record in Research folder,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rigby, Jonathan",Rigbie,,John,,,1638,,,1709-05-25 00:00:00,,,1675-05-26,,,marriage record in Research folder,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ripend, H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robijn, Bartsolomusz",Robin; Robyn; Roben; Raubin; Raubijn; Raubyn,,Bartholomeus; Bartholomew; Mewes,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Matthew",Robison,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Patrick",Robison,,,,,1653,Lawmaking and Lesiglators in pennsylvania: A Biographical Dictionary,,1701-10-22 00:00:00,Lawmaking and Lesiglators in pennsylvania: A Biographical Dictionary,,,,,,[Scotland],Lawmaking and Lesiglators in pennsylvania: A Biographical Dictionary,,"Philadelphia, Pennsylvania",Lawmaking and Lesiglators in pennsylvania: A Biographical Dictionary,,"Bucks County, Pennsylvania",Lawmaking and Lesiglators in Pennsylvania: A Biographical Dictionary,,,legislator,Lawmaking and Lesiglators in pennsylvania: A Biographical Dictionary,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,[],,,,,,,,
"Robinson, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
